Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,September,Gaotai County Urban Area Wastewater Treatment Plant O&M Contract,,Management and lease contract,Management contract,Active,09/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Gaotai County, Shaanxi Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2013,100,0,0,Not Available,Cubic meters per day (in thousands),6,N/A,,,Not Available,,Beijing Jiahexing Environmental Protection Engineering Company Limited (100% / China),Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,January,Hancheng City Wastewater Plant Project ,,Brownfield,"Rehabilitate, operate, and transfer",Active,09/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Hancheng City, Shaanxi Province",Not Available,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,0,15.81,15.81,Cubic meters per day (in thousands),25,N/A,,,Not Available,,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,August,Huaian City Jinhu County Township Wastewater Treatment Plants Management Contract,,Management and lease contract,Management contract,Active,08/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jinhu County, Huaian City, Jiangsu Province",3,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2013,100,0.8,0,0.8,Cubic meters per day (in thousands),5,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,January,Huoshan County Wastewater Treatent Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,01/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huoshan County, Anhui Province",30,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2013,100,4.2,0,4.2,Cubic meters per day (in thousands),18.7,N/A,,,Direct negotiation,,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,June,Jingbian County Wastewater Treatment Plant Phase II,,Greenfield project,"Build, operate, and transfer",Active,12/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jingbian County, Shaanxi Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,0,13.14,13.14,Cubic meters per day (in thousands),15,N/A,,,Not Available,,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,August,Langxi County Wastewater Treatment Plant Management Renewal Agreement,,Management and lease contract,Management contract,Active,08/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Langxi County, Anhui Province",8,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2013,100,Not Applicable,Not Applicable,Not Available,Cubic meters per day (in thousands),20,N/A,,,Direct negotiation,,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,December,Liquan County Wastewater Treatment Plant Phase II,,Greenfield project,"Build, operate, and transfer",Active,02/01/2012,Water and sewerage,Treatment plant,Sewerage treatment plant,"Liquan County, Shaanxi Province ",Not Available,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,0,6.45,6.45,Cubic meters per day (in thousands),20,N/A,,,Not Available,,Hankore Environmental Technology Group Ltd (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,October,Nanhe County Wastewater Treatment Plant O&M Contract,,Management and lease contract,Management contract,Active,10/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Nanhe County, Xingtai City, Hebei Province",1,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2013,100,0,0,Not Available,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,May,Ningyang County Wastewater Treatment Plant Concession Agreement,,Brownfield,"Rehabilitate, operate, and transfer",Active,05/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ningyang County, Shandong Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,Not Available,0,Not Available,Cubic meters per day (in thousands),40,N/A,,,Direct negotiation,,Anhui Zhonghuan Environmental Protection Technology Company Limited (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,April,Operation of 4 Water Reclamation Plants in Shunyi District of Beijing,,Management and lease contract,Management contract,Active,04/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shunyi District, Beijing Municipality ",25,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2013,100,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,,Not Available,Competitive bidding,Not Available,"Beijing Origin Water Technology Co.,Ltd (100% / China)",Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,March,Shuangbo County Wastewater Treatment Plant Concession,,Brownfield,"Rehabilitate, operate, and transfer",Active,03/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shuangbo County, Yunnan Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,Not Available,Not Available,Not Available,Cubic meters per day (in thousands),10,N/A,,,Not Available,,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,March,Suqian City Gengche Wastewater Treatment Plant ,,Greenfield project,"Build, operate, and transfer",Active,07/01/2012,Water and sewerage,Treatment plant,Sewerage treatment plant,"Suqian City, Jiangsu Province",25,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,0,9.68,9.68,Cubic meters per day (in thousands),25,N/A,,,Not Available,,United Water Corporation (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,July,Suqian City North Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,12/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Suqian City, Jiangsu Province",25,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2013,100,0,8.06,8.06,Cubic meters per day (in thousands),15,N/A,,,Direct negotiation,,United Water Corporation (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,October,Xingping City Wastewater Treatment Plant Phase II,,Greenfield project,"Build, operate, and transfer",Active,07/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xingping City, Shaanxi Province",Not Available,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2013,100,0,19.91,19.91,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2013,June,Ziyang County Urban Area Wastewater Treatment Plant O&M Contract,,Management and lease contract,Management contract,Active,06/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ziyang County, Shaanxi Province",Not Available,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2013,100,0,0,Not Available,Cubic meters per day (in thousands),8,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Bazhong City Enyang District Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Enyang District, Bazhong City, Sichuan Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,4.39,4.39,Cubic meters per day (in thousands),15,N/A,,,Not Available,,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,August,Chengde City Yingzi District Liuyuan Wastewater Treatment Plant Management Contract,,Management and lease contract,Management contract,Active,08/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Chengde City, Hebei Province",5,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),20,N/A,,,Direct negotiation,,Hebei Aoda Environmental Protection Engineering Company Limited (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,October,Chongqing Jiulongpo District Wastewater Treatment Plants Management Contract,,Management and lease contract,Management contract,Active,10/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jiulongpo District, Chongqing Municipality",25,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),41.3,N/A,,,Direct negotiation,,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,August,Chongqing Kangda’s Acquisition of 4 wastewater treatment plants in Shandong,,Divestiture,Partial,Active,08/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,Shadong Province,Not Applicable,Local/Municipal,Not Applicable,,Not Applicable,,,2014,90,43.95,0,43.95,Cubic meters per day (in thousands),210,N/A,,,Not Available,,Chongqing Kangda Environmental Protection Co. Ltd. (90% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,October,Dingbian County Wastewater Treatment Plant Phase II,,Greenfield project,"Build, operate, and transfer",Active,10/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Dingbian County, Shaanxi Province",Not Available,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,8.14,8.14,Cubic meters per day (in thousands),20,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,January,Fuqing Gaoshan Town Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Gaoshan Town, Fuqing City, Fujian Province",Not Available,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,5.44,5.44,Cubic meters per day (in thousands),10,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,June,Fuyang City Yingzhou Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,06/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Fuyang City, Anhui Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,39.09,39.09,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,November,Guanghan City Luonan Wastewater Treatment Plant Management Contract,,Management and lease contract,Management contract,Active,11/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Guanghan City, Sichuan Province",Not Available,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),25,N/A,,Not Available,Competitive bidding,Not Available,Haitian Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,November,Hegang Sanli Water Affairs Company Limited,,Brownfield,"Rehabilitate, operate, and transfer",Active,11/01/2014,Water and sewerage,Water Utility,Water utility with sewerage,"Hegang City, Heilongjiang Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,91,1.63,16.28,17.91,Cubic meters per day (in thousands),86,N/A,,,Direct negotiation,,"China Water Affairs Group Ltd (91% / Hong Kong, China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Hongze County 9 Township Wastewater Treatment Plants,,Management and lease contract,Management contract,Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Hognze County, Jiangsu Province",26,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),4.5,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Huangping County Township Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huangping County, Guizhou Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,9.12,9.12,Cubic meters per day (in thousands),5.5,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,October,Hunan Leiyang Baiyangdu Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,06/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Leiyang City, Hunan Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,53.72,53.72,Cubic meters per day (in thousands),100,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,June,Kaifeng New District Majiahe Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,06/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Kaifeng City, Henan Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,32.56,0,32.56,Cubic meters per day (in thousands),100,N/A,,,Not Available,,Haitian Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,April,Shiyan City Shendinghe Wastewater Treatment Plant Management Contract,,Management and lease contract,Management contract,Active,04/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shiyan City, Hubei Province",8,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,13.03,13.03,Cubic meters per day (in thousands),165,N/A,,Not Applicable,Competitive bidding,3,"Beijing Origin Water Technology Co.,Ltd (100% / China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,July,Shuangfeng County Wastewater Treatment Plant Management Renewal Contract,,Management and lease contract,Management contract,Active,07/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shuangfeng County, Loudi City, Hunan Province",10,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),25,N/A,,,Direct negotiation,,Hunan Xiangniu Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,January,Tacheng City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,07/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tacheng City, Xinjiang ",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,13.03,13.03,Cubic meters per day (in thousands),40,N/A,,,Not Available,,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Xishui County Township Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xishui County, Guizhou Province",30,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,42.32,42.32,Cubic meters per day (in thousands),10,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,August,Yancheng City 4 Wastewater Treatment Plants Management Contract,,Management and lease contract,Management contract,Active,08/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yancheng City, Jiangsu Province",25,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),18,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Yangchun City 5 Township Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,12/24/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yangchun City, Guangdong Province",26,Local/Municipal,Not Available,,Not Available,,,2014,100,0,7.32,7.32,Cubic meters per day (in thousands),16,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Yangzhou Baoying County No. 2 Wastewater Treatment Plant,,Management and lease contract,Management contract,Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Baoying County, Yangzhou City, Jiangsu Province",3,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,April,Yanshan County Water Diversion Works Phase I,,Greenfield project,"Build, operate, and transfer",Active,04/01/2014,Water and sewerage,Water Utility,Other,"Yanshan County, Jiangxi Province",50,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,75,0,26.06,26.06,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,"China Water Affairs Group Ltd (75% / Hong Kong, China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,December,Yining City No. 3 Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,12/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yining City, Xinjiang Uygur Autonomous Region",Not Available,Local/Municipal,Not Applicable,,Payment Guarantee,Not Available,,2014,100,0,36.74,36.74,Cubic meters per day (in thousands),25,N/A,,,Not Available,,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2014,November,Zhaotong City Wastewater Treatment Plant Management Contract,,Management and lease contract,Management contract,Active,11/01/2014,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhaotong City, Yunnan Province",10,Local/Municipal,Revenue subsidy,Not Available,Not Applicable,,,2014,100,0,0,Not Available,Cubic meters per day (in thousands),60,N/A,,,Not Available,,Haitian Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,October,Ankang City Wuli Town Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,10/15/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ankang City, Shaanxi Province",30,Local/Municipal,Not Available,,Not Available,,,2015,100,0,6.06,6.06,Cubic meters per day (in thousands),10,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,March,Bin County Wastewater Treatment Phae I and II,,Greenfield project,"Build, operate, and transfer",Active,03/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Bin County, Shaanxi Province",Not Available,Local/Municipal,Not Available,,Not Available,,,2015,100,Not Available,3.26,3.26,Cubic meters per day (in thousands),20,N/A,,,Not Available,,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,April,Changshu City Wastewater Treatmet Plant Management Contract,,Management and lease contract,Management contract,Active,04/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Changshu City, Jiangsu Province",5,Local/Municipal,Not Available,,Not Available,,,2015,100,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,N/A,,,Direct negotiation,,"NWS Holdings Limited (50% / Hong Kong, China), SUEZ (50% / France)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,March,Chongqing Fengdu County Township Wastewater Treatment Plant Portfolio,,Greenfield project,"Build, operate, and transfer",Active,03/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Fengdu County, Chongqing Municipality",20,Local/Municipal,Not Available,,Not Available,,,2015,100,0,31.82,31.82,Cubic meters per day (in thousands),28.8,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,December,Dandong New District Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,12/15/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Dandong City, Liaoning Province",31,Local/Municipal,Revenue subsidy,Not Available,Not Available,,,2015,100,0,21.21,21.21,Cubic meters per day (in thousands),35,N/A,,Lowest tariff,Competitive bidding,Not Available,Chongqing Kangda Environmental Protection Co. Ltd. (100% / ..),User fees,N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,November,Dazhu County 7 Township Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,11/04/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Dazhu County, Dazhou City, Sichuan Province",25,Local/Municipal,Not Available,,Not Available,,,2015,100,0,15.58,15.58,Cubic meters per day (in thousands),11,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,March,Gaoling County Wastewater Treatment Management Contract,,Management and lease contract,Management contract,Active,03/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Gaoling County, Shaanxi Province",Not Available,Local/Municipal,Not Available,,Not Available,,,2015,100,Not Applicable,Not Applicable,Not Available,Cubic meters per day (in thousands),10,N/A,,Lowest tariff,Competitive bidding,Not Available,Shaanxi Lanhuan Company (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,November,Hefei City Qingxi Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,11/11/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Hefei City, Anhui Province",29,Local/Municipal,Not Available,,Not Available,,0,2015,100,0,169.25,169.25,Cubic meters per day (in thousands),200,N/A,,Lowest tariff,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,Yes
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,February,Hengshan County Wastewater Treatment Plant Phase I,,Brownfield,"Rehabilitate, operate, and transfer",Active,02/01/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Hengshan County, Hunan Province",30,Local/Municipal,Not Available,,Not Available,,,2015,100,5.59,0,5.59,Cubic meters per day (in thousands),20,N/A,,Highest price paid to government,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,September,Huaiyuan County Wobei Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,09/14/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huaiyuan County, Anhui Province",30,Local/Municipal,Not Available,,Not Available,,,2015,100,0,15.98,15.98,Cubic meters per day (in thousands),20,N/A,,Lowest tariff,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,July,Huaiyuan Couty Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,07/09/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huaiyuan County, Anhui Province",30,Local/Municipal,Not Available,,Not Available,,0,2015,100,8.03,0,8.03,Cubic meters per day (in thousands),30,N/A,,Highest price paid to government,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / ..),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2015,December,Huizhou City Jinshan Wastewater Treatment Phase II and Associated Networks,,Greenfield project,"Build, operate, and transfer",Active,12/28/2015,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huizhou City, Guangdong Province",27,Local/Municipal,Capital subsidy,4.59,Not Available,,,2015,100,0,55.94,55.94,Cubic meters per day (in thousands),100,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / ..),User fees,N/A,No,No,,,N/A,No,No
